problem, nodes, solutions, fails, time, optimum
PSP1.SCH, 43, 2, 20, 0.08s, 26
PSP2.SCH, 1, 0, 1, 0.01s, unsat
PSP3.SCH, 99, 1, 49, 0.15s, 36
PSP4.SCH, 877, 2, 437, 1.49s, 39
PSP5.SCH, 723, 1, 361, 0.90s, 32
PSP6.SCH, 1, 0, 1, 0.01s, unsat
PSP7.SCH, 131, 1, 65, 0.20s, 43
PSP8.SCH, 2419, 19, 1191, 2.90s, 40
PSP9.SCH, 12517, 24, 6235, 19.09s, 45
PSP10.SCH, 25341, 2, 12669, 28.72s, 36
/home/LS2N/talbot-p-1/absolute-project/kobe-rcpsp/data/rcpsp-max/sm_j10/PSP11.SCH: 
[Octagon(Z)] Cannot interpret the formula 2 >= 0 with an exact approximation in the octagon domain.
PSP12.SCH, 1, 0, 1, 0.01s, unsat
PSP13.SCH, 48463, 14, 24218, 75.92s, 40
PSP14.SCH, 1, 0, 1, 0.01s, unsat
PSP15.SCH, 411266, 1, 205628, timeout, 42
PSP16.SCH, 575692, 2, 287840, timeout, 31
PSP17.SCH, 1, 0, 1, 0.00s, unsat
PSP18.SCH, 153, 2, 75, 0.20s, 27
PSP19.SCH, 95, 2, 46, 0.17s, 29
/home/LS2N/talbot-p-1/absolute-project/kobe-rcpsp/data/rcpsp-max/sm_j10/PSP20.SCH: 
[Octagon(Z)] Cannot interpret the formula 1 >= 0 with an exact approximation in the octagon domain.
PSP21.SCH, 40559, 2, 20278, 39.03s, 37
PSP22.SCH, 237, 1, 118, 0.44s, 38
PSP23.SCH, 139, 1, 69, 0.21s, 34
PSP24.SCH, 15, 1, 7, 0.03s, 33
PSP25.SCH, 3187, 1, 1593, 4.94s, 40
PSP26.SCH, 1, 0, 1, 0.00s, unsat
PSP27.SCH, 1, 0, 1, 0.00s, unsat
PSP28.SCH, 49, 1, 24, 0.07s, 34
PSP29.SCH, 101, 1, 50, 0.15s, 32
PSP30.SCH, 6941, 10, 3461, 8.97s, 32
PSP31.SCH, 1, 0, 1, 0.01s, unsat
PSP32.SCH, 1, 0, 1, 0.01s, unsat
PSP33.SCH, 526350, 2, 263169, timeout, 75
PSP34.SCH, 56131, 1, 28065, 78.07s, 58
PSP35.SCH, 431238, 3, 215612, timeout, 45
PSP36.SCH, 151, 6, 70, 0.29s, 55
PSP37.SCH, 653, 1, 326, 1.29s, 32
PSP38.SCH, 17263, 5, 8627, 24.23s, 45
PSP39.SCH, 93, 3, 44, 0.17s, 49
PSP40.SCH, 1, 0, 1, 0.01s, unsat
PSP41.SCH, 1, 0, 1, 0.01s, unsat
PSP42.SCH, 1, 0, 1, 0.01s, unsat
PSP43.SCH, 133821, 13, 66898, 166.08s, 29
PSP44.SCH, 549721, 22, 274834, timeout, 39
PSP45.SCH, 1193, 3, 594, 1.84s, 37
PSP46.SCH, 771, 5, 381, 1.21s, 31
PSP47.SCH, 683, 4, 338, 1.04s, 35
PSP48.SCH, 1, 0, 1, 0.01s, unsat
PSP49.SCH, 433, 28, 189, 0.61s, 27
PSP50.SCH, 552956, 3, 276473, timeout, 68
PSP51.SCH, 1, 0, 1, 0.00s, unsat
PSP52.SCH, 534164, 0, 267078, timeout, none
PSP53.SCH, 26605, 1, 13302, 32.37s, 36
PSP54.SCH, 245, 2, 121, 0.31s, 32
PSP55.SCH, 1, 0, 1, 0.01s, unsat
PSP56.SCH, 157, 2, 77, 0.21s, 34
PSP57.SCH, 83, 1, 41, 0.10s, 40
PSP58.SCH, 237, 1, 118, 0.25s, 19
PSP59.SCH, 77583, 5, 38787, 137.78s, 37
PSP60.SCH, 19, 1, 9, 0.04s, 37
PSP61.SCH, 1, 0, 1, 0.01s, unsat
PSP62.SCH, 4105, 13, 2040, 7.71s, 54
PSP63.SCH, 25129, 25, 12540, 55.27s, 67
PSP64.SCH, 7471, 5, 3731, 16.10s, 47
PSP65.SCH, 246725, 4, 123359, 533.49s, 49
PSP66.SCH, 1, 0, 1, 0.01s, unsat
PSP67.SCH, 1, 0, 1, 0.01s, unsat
PSP68.SCH, 1, 0, 1, 0.01s, unsat
PSP69.SCH, 25, 2, 11, 0.05s, 46
PSP70.SCH, 5703, 7, 2845, 10.74s, 54
PSP71.SCH, 1, 0, 1, 0.01s, unsat
PSP72.SCH, 1, 0, 1, 0.01s, unsat
PSP73.SCH, 44879, 15, 22425, 39.21s, 31
PSP74.SCH, 1, 0, 1, 0.01s, unsat
PSP75.SCH, 645, 4, 319, 0.87s, 28
PSP76.SCH, 1, 0, 1, 0.01s, unsat
PSP77.SCH, 504704, 0, 252347, timeout, none
PSP78.SCH, 1155, 2, 576, 1.21s, 26
PSP79.SCH, 103, 1, 51, 0.15s, 30
PSP80.SCH, 62923, 37, 31425, 104.66s, 40
PSP81.SCH, 202829, 3, 101412, 283.74s, 21
PSP82.SCH, 39, 2, 18, 0.05s, 16
PSP83.SCH, 21655, 2, 10826, 21.75s, 25
PSP84.SCH, 21, 1, 10, 0.04s, 47
PSP85.SCH, 153, 2, 75, 0.21s, 23
PSP86.SCH, 24989, 7, 12488, 31.67s, 43
PSP87.SCH, 563, 1, 281, 0.99s, 35
PSP88.SCH, 14055, 6, 7022, 18.70s, 42
PSP89.SCH, 555, 1, 277, 0.85s, 53
PSP90.SCH, 287, 1, 143, 0.31s, 49
PSP91.SCH, 39, 2, 18, 0.06s, 47
PSP92.SCH, 1, 0, 1, 0.01s, unsat
PSP93.SCH, 1, 0, 1, 0.01s, unsat
PSP94.SCH, 55, 5, 23, 0.09s, 33
PSP95.SCH, 75, 2, 36, 0.09s, 47
PSP96.SCH, 80373, 3, 40184, 121.27s, 52
PSP97.SCH, 17, 1, 8, 0.03s, 61
PSP98.SCH, 1, 0, 1, 0.01s, unsat
PSP99.SCH, 92899, 3, 46447, 108.62s, 42
PSP100.SCH, 863, 4, 428, 1.29s, 44
/home/LS2N/talbot-p-1/absolute-project/kobe-rcpsp/data/rcpsp-max/sm_j10/PSP101.SCH: 
[Octagon(Z)] Cannot interpret the formula 1 >= 0 with an exact approximation in the octagon domain.
PSP102.SCH, 487269, 6, 243625, timeout, 62
PSP103.SCH, 51, 2, 24, 0.08s, 18
PSP104.SCH, 461, 35, 196, 0.68s, 32
PSP105.SCH, 141, 29, 42, 0.16s, 24
PSP106.SCH, 150609, 22, 75283, 184.58s, 51
PSP107.SCH, 63, 1, 31, 0.10s, 46
PSP108.SCH, 1, 0, 1, 0.00s, unsat
PSP109.SCH, 1, 0, 1, 0.01s, unsat
PSP110.SCH, 119, 18, 42, 0.17s, 58
PSP111.SCH, 223, 9, 103, 0.27s, 33
PSP112.SCH, 1, 0, 1, 0.00s, unsat
PSP113.SCH, 115, 11, 47, 0.14s, 22
PSP114.SCH, 298023, 4, 149008, 297.27s, 39
PSP115.SCH, 167, 3, 81, 0.14s, 41
PSP116.SCH, 123, 2, 60, 0.15s, 15
PSP117.SCH, 5205, 1, 2602, 5.03s, 27
PSP118.SCH, 1, 0, 1, 0.01s, unsat
PSP119.SCH, 1, 0, 1, 0.00s, unsat
PSP120.SCH, 1175, 2, 586, 0.88s, 38
PSP121.SCH, 2943, 1, 1471, 3.20s, 57
PSP122.SCH, 1, 0, 1, 0.01s, unsat
PSP123.SCH, 1, 0, 1, 0.01s, unsat
PSP124.SCH, 1, 0, 1, 0.01s, unsat
PSP125.SCH, 1, 0, 1, 0.01s, unsat
PSP126.SCH, 73, 4, 33, 0.14s, 70
PSP127.SCH, 117687, 4, 58840, 152.11s, 44
PSP128.SCH, 743, 23, 349, 1.02s, 49
PSP129.SCH, 135, 13, 55, 0.21s, 51
PSP130.SCH, 775, 1, 387, 0.92s, 45
PSP131.SCH, 137, 3, 66, 0.15s, 46
PSP132.SCH, 253703, 4, 126848, 317.83s, 34
PSP133.SCH, 1055, 1, 527, 0.98s, 41
PSP134.SCH, 37941, 18, 18953, 56.32s, 25
PSP135.SCH, 2371, 2, 1184, 2.28s, 67
PSP136.SCH, 1, 0, 1, 0.01s, unsat
PSP137.SCH, 13195, 3, 6595, 16.13s, 44
PSP138.SCH, 534528, 15, 267246, timeout, 45
